mo,le,ite,type_est,modulo,course_branch_lesson_name,item,course_item_type_desc,part_modulo,part_leccion,part_item,prom_intentos,prom_act_aprendizaje,completitud_modulo,completitud_lec
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 0,A,Bienvenida,Bienvenida al curso,Bienvenida,lecture,39,39,39,,,0.79,0.79
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 1,A,Bienvenida,Bienvenida al curso,Presentación del curso,others,39,39,1,,,0.79,0.79
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 2,A,Bienvenida,Bienvenida al curso,Introducción al curso,lecture,39,39,37,,,0.79,0.79
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 3,A,Bienvenida,Bienvenida al curso,Recomendaciones para el éxito,others,39,39,1,,,0.79,0.79
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 0,A,Números naturales y sistemas de numeración,Origen de los números naturales,Origen de los números naturales,lecture,36,36,36,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 1,A,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual del origen de los números naturales,supplement,36,36,,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 2,A,Números naturales y sistemas de numeración,Origen de los números naturales,¿Qué sabes del número natural?,quiz,36,36,35,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 3,A,Números naturales y sistemas de numeración,Origen de los números naturales,Historia de los números naturales,lecture,36,36,33,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 4,A,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual de la historia de los números naturales,supplement,36,36,,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 5,A,Números naturales y sistemas de numeración,Origen de los números naturales,Relación de correspondencia,quiz,36,36,32,,,0.62,0.87
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 6,A,Números naturales y sistemas de numeración,Origen de los números naturales,Los enchufes (actividad de aprendizaje),ungraded lti,36,36,3,,1.13,0.62,0.87
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 0,A,Números naturales y sistemas de numeración,Usos de los números naturales,¿En qué se  diferencian cuantificar y contar?,lecture,36,33,33,,,0.62,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 1,A,Números naturales y sistemas de numeración,Usos de los números naturales,Mapa conceptual de los usos de los números naturales,supplement,36,33,,,,0.62,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 2,A,Números naturales y sistemas de numeración,Usos de los números naturales,Compra - venta (actividad de aprendizaje),ungraded lti,36,33,8,,1.3,0.62,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 3,A,Números naturales y sistemas de numeración,Usos de los números naturales,Número de identificación (actividad de aprendizaje),ungraded lti,36,33,3,,1.08,0.62,0.77
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 0,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Sabes cuántos pasos sigues para contar?,quiz,36,29,29,,,0.62,0.82
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 1,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Qué  hacemos  cuando  contamos?,lecture,36,29,29,,,0.62,0.82
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 2,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Mapa conceptual de los principios del conteo,supplement,36,29,,,,0.62,0.82
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 3,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Secuencias de conteo (actividad de aprendizaje),ungraded lti,36,29,1,,1,0.62,0.82
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 4,A,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Error de conteo de un niño (actividad de aprendizaje),ungraded lti,36,29,5,,1.04,0.62,0.82
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 0,A,Números naturales y sistemas de numeración,Representación de los números naturales,¿Qué es y cómo se representa un número?,quiz,36,24,21,,,0.62,0.76
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 1,A,Números naturales y sistemas de numeración,Representación de los números naturales,Pensemos  en  diferentes  formas de  expresar el  número  tres,lecture,36,24,22,,,0.62,0.76
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 2,A,Números naturales y sistemas de numeración,Representación de los números naturales,Mapa conceptual de las representaciones de los números naturales,supplement,36,24,,,,0.62,0.76
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 3,A,Números naturales y sistemas de numeración,Representación de los números naturales,Formas de representar un número (actividad de aprendizaje),ungraded lti,36,24,1,,1.11,0.62,0.76
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 0,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,¿Qué es el  sistema  decimal de  numeración  ?,lecture,36,24,23,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 1,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,36,24,,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 2,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,36,24,17,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 3,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,36,24,3,,1.07,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 4,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,36,24,19,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 5,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,36,24,,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 6,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,36,24,,,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 7,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,36,24,21,1.76,,0.62,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 8,A,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,36,24,,,,0.62,0.66
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 0,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,23,23,23,,,0.59,0.86
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 1,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,23,23,,,,0.59,0.86
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 2,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,23,23,21,,,0.59,0.86
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 3,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,23,23,,,,0.59,0.86
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 4,A,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,23,23,1,,1,0.59,0.86
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 0,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,23,20,20,,,0.59,0.86
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 1,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,23,20,,,,0.59,0.86
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 2,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,23,20,19,,,0.59,0.86
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 3,A,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Verificación de problemas (actividad de aprendizaje),ungraded lti,23,20,2,,1.12,0.59,0.86
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 0,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,¿Cómo hacer una adición con el ábaco vertical?,lecture,23,20,20,,,0.59,0.88
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 1,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Mapa conceptual de las formas de sumar y restar,supplement,23,20,,,,0.59,0.88
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 2,A,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Procedimientos de cálculo (actividad de aprendizaje),ungraded lti,23,20,1,,1,0.59,0.88
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 0,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Significados de la división y la multiplicación,lecture,23,16,16,,,0.59,0.77
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 1,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Mapa conceptual de los significados de la división y la multiplicación,supplement,23,16,,,,0.59,0.77
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 2,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Amortización de crédito bancario (actividad de aprendizaje),ungraded lti,23,16,1,,1,0.59,0.77
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 3,A,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Publicidad falsa de helados (actividad de aprendizaje),ungraded lti,23,16,2,,1.1,0.59,0.77
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 0,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,¿Cumplen la propiedad conmutativa la multiplicación y la división?,lecture,23,12,12,,,0.59,0.77
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 1,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Mapa conceptual de las propiedades de las operaciones multiplicativas,supplement,23,12,,,,0.59,0.77
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 2,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Operaciones multiplicativas,quiz,23,12,7,,,0.59,0.77
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 3,A,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Los caramelos de Lucy (actividad de aprendizaje),ungraded lti,23,12,1,,1.16,0.59,0.77
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 0,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Significado de la multiplicación: ábaco vertical,lecture,23,14,9,,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 1,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual de las formas de multiplicar y dividir,supplement,23,14,,,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 2,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Multiplicación/división en el ábaco (actividad de aprendizaje),ungraded lti,23,14,1,,1,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 3,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Resumen de las cuestiones claves de la aritmética de los números naturales,lecture,23,14,10,,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 4,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del resumen de las cuestiones claves de la aritmética de los números naturales,supplement,23,14,,,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 5,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del módulo,supplement,23,14,,,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 6,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Cuestionario final módulo aritmética de los números naturales,exam,23,14,12,1.75,,0.59,0.61
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 7,A,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Bibliografía aritmética de los números naturales,supplement,23,14,,,,0.59,0.61
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 0,A,Números racionales,Elementos y representaciones de números racionales,Introducción a números racionales,lecture,13,13,13,,,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 1,A,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de la introducción a números racionales,supplement,13,13,,,,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 2,A,Números racionales,Elementos y representaciones de números racionales,Representaciones de números racionales,quiz,13,13,9,,,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 3,A,Números racionales,Elementos y representaciones de números racionales,Representación de los racionales (actividad de aprendizaje),ungraded lti,13,13,1,,1.12,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 4,A,Números racionales,Elementos y representaciones de números racionales,Elementos y representaciones de los números racionales,lecture,13,13,10,,,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 5,A,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de las representaciones de los números racionales,supplement,13,13,,,,0.52,0.73
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 6,A,Números racionales,Elementos y representaciones de números racionales,Error en un número racional (actividad de aprendizaje),ungraded lti,13,13,1,,1.37,0.52,0.73
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 0,A,Números racionales,Significados de los números racionales,Significados de los números racionales,lecture,13,9,9,,,0.52,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 1,A,Números racionales,Significados de los números racionales,Mapa conceptual de los significados de los números racionales,supplement,13,9,,,,0.52,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 2,A,Números racionales,Significados de los números racionales,Números racionales,quiz,13,9,8,,,0.52,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 3,A,Números racionales,Significados de los números racionales,Identificar el significado de la fracción (actividad de aprendizaje),ungraded lti,13,9,2,,1.33,0.52,0.75
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 0,A,Números racionales,Operaciones con fracciones,Operaciones con fracciones,lecture,13,7,7,,,0.52,0.82
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 1,A,Números racionales,Operaciones con fracciones,Mapa conceptual de operaciones con fracciones,supplement,13,7,,,,0.52,0.82
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 2,A,Números racionales,Operaciones con fracciones,Operaciones con fracciones,quiz,13,7,6,,,0.52,0.82
